name,id,location,distance_to_center,rating,review_text,review_count,price,features,image_urls
Anka Business Park,478480,"Maltepe, İstanbul",Merkeze 5.2 km,7.2,Normal,(159 yorum),1.712 TL,"Kahvaltı Dahil, Spa, Toplantı Odaları, Wi-Fi, Deniz Manzarası, Restoran","https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/637952290447270000/2/1/8246/anka_business_park.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/251111/ob.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/251112/ob.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/251113/ob.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/251114/ob.jpg?width=552&height=392&mode=crop&anchor=center"
Grand S Hotel,103741,"Esenler, İstanbul",Merkeze 6.7 km,8.3,Çok iyi,(56 yorum),3.241 TL,"Kahvaltı Dahil, Otopark, Havuz, Spa, Toplantı Odaları, Wi-Fi","https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/637952290697570000/2/1/8681/grand_s.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/122370/ob.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/122371/ob.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/122372/ob.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/122373/ob.jpg?width=552&height=392&mode=crop&anchor=center"
Sanat Hotel Pera Boutique,618768,"Taksim, Beyoğlu, İstanbul",Merkeze 1.1 km,7.8,İyi,(28 yorum),2.523 TL,"Kahvaltı Dahil, Otopark, Toplantı Odaları, Wi-Fi, Restoran, Resepsiyon","https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/637952294192870000/2/1/10695/sanat_hotel_pera_boutique_.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/136317/ob.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/136315/ob.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/136302/ob.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/136296/ob.jpg?width=552&height=392&mode=crop&anchor=center"
Fontana Verde,1415516,"Pendik (İstanbul), İstanbul",N/A,8.1,Çok iyi,(26 yorum),3.593 TL,"Otopark, Wi-Fi, Deniz Manzarası, Resepsiyon, Engelli Dostu","https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/638083386712130000/2/1/25100/fontana_verde_hotel.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/469008/ob.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/469009/ob.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/469010/ob.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/469011/ob.jpg?width=552&height=392&mode=crop&anchor=center"
Karaköy Aparts Hotel & Suites,478280,"Karaköy, Beyoğlu, İstanbul",Merkeze 1.3 km,8.3,Çok iyi,(45 yorum),2.251 TL,"Otopark, Spa, Wi-Fi, Deniz Manzarası, Restoran, Hamam","https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/637952290610800000/2/1/8463/karakoy_aparts_hotel___suites.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/13631/ob.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/13633/ob.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/13634/ob.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/13635/ob.jpg?width=552&height=392&mode=crop&anchor=center"
Vital Hotel Fulya,1354889,"Esentepe, Şişli, İstanbul",Merkeze 1.8 km,9.4,Muhteşem,(5 yorum),6.179 TL,"Spa, Toplantı Odaları, Çalışma Alanları, Wi-Fi, Jakuzi, Restoran","https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/637952294252830000/2/1/10904/vital_hotel_fulya.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/231583/ob.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/231584/ob.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/231585/ob.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/231586/ob.jpg?width=552&height=392&mode=crop&anchor=center"
The Pera Hotel,103405,"Taksim, Beyoğlu, İstanbul",Merkeze 1.3 km,8.0,Çok iyi,(75 yorum),2.023 TL,"Otopark, Wi-Fi, Restoran, Şehir Manzarası, Resepsiyon, Engelli Dostu","https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/637952293976500000/2/1/10572/the_pera_hotel.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/396624/ob.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/396625/ob.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/396626/ob.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/396627/ob.jpg?width=552&height=392&mode=crop&anchor=center"
Home Plus Otel,1487135,"Kurtköy, Pendik (İstanbul), İstanbul",N/A,8.8,Müthiş,(31 yorum),1.620 TL,"Otopark, Wi-Fi","https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/638387703400600000/2/1/35168/vplus_hotel.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/605408/ob.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/605410/ob.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/605414/ob.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/605403/ob.jpg?width=552&height=392&mode=crop&anchor=center"
Ramada Encore by Wyndham İstanbul Şişli,1479067,"Şişli, İstanbul",Merkeze 2.4 km,8.7,Müthiş,(21 yorum),3.859 TL,"Kahvaltı Dahil, Otopark, Spa, Wi-Fi, Restoran, Masaj","https://media.dev.paximum.com/hotelimages/1479067/c3b9e9a93c87b9f451a3ae248ec47c50.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/547400/ob.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/547401/ob.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/547402/ob.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/547403/ob.jpg?width=552&height=392&mode=crop&anchor=center"
Taksim Premium Hotel,104673,"Taksim, Beyoğlu, İstanbul",Merkeze 800 m,8.5,Müthiş,(16 yorum),4.835 TL,"Otopark, Wi-Fi, Teras, Resepsiyon, Engelli Dostu, Çocuk Dostu","https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/637952291610570000/2/1/9124/taksim_premium_hotel.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/139704/ob.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/139705/ob.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/139706/ob.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/139707/ob.jpg?width=552&height=392&mode=crop&anchor=center"
Plus Hotel Bostancı,507571,"Bostancı, Kadıköy, İstanbul",Merkeze 2.4 km,7.7,İyi,(194 yorum),1.980 TL,"Otopark, Toplantı Odaları, Wi-Fi, Restoran, Teras, Resepsiyon","https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/637952293322330000/2/1/10063/plus_hotel_bostanci_atasehir.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/120507/ob.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/120518/ob.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/120513/ob.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/120512/ob.jpg?width=552&height=392&mode=crop&anchor=center"
Mercure İstanbul Ümraniye,479248,"Ümraniye, İstanbul",Merkeze 6.2 km,7.9,İyi,(50 yorum),5.130 TL,"Otopark, Havuz, Spa, Toplantı Odaları, Wi-Fi, Hamam","https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/637952144564430000/2/1/183/mercure_istanbul_umraniye.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/12679/ob.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/12680/ob.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/12681/ob.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/12682/ob.jpg?width=552&height=392&mode=crop&anchor=center"
Mari Suites Hotel,792828,"Kağıthane, İstanbul",Merkeze 4.1 km,8.6,Müthiş,(60 yorum),3.591 TL,"Kahvaltı Dahil, Otopark, Spa, Toplantı Odaları, Wi-Fi, Hamam","https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/637952290336170000/2/1/7782/mari_suites_hotel.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/231153/ob.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/231154/ob.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/231155/ob.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/231158/ob.jpg?width=552&height=392&mode=crop&anchor=center"
Levent Otel İstanbul,104459,"Levent, Beşiktaş, İstanbul",Merkeze 4.2 km,9.0,Muhteşem,(11 yorum),4.326 TL,"Kahvaltı Dahil, Otopark, Wi-Fi, Restoran, Teras, Resepsiyon","https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/637952292671600000/2/1/9809/levent_otel_istanbul.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/133542/ob.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/133543/ob.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/133544/ob.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/133545/ob.jpg?width=552&height=392&mode=crop&anchor=center"
Sabiha Gökçen Airport Residence,105380,"Pendik (İstanbul), İstanbul",N/A,7.8,İyi,(51 yorum),2.125 TL,"Toplantı Odaları, Resepsiyon, Engelli Dostu","https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/637952292432430000/2/1/9313/airport_residence_hotel.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/143807/ob.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/143808/ob.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/143809/ob.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/143810/ob.jpg?width=552&height=392&mode=crop&anchor=center"
Selectum City Ataşehir,105255,"Ataşehir, İstanbul",Merkeze 4.2 km,8.5,Müthiş,(98 yorum),3.223 TL,"Otopark, Havuz, Spa, Toplantı Odaları, Wi-Fi, Restoran","https://media.dev.paximum.com/hotelimages/105255/a51131fd2623d972af6821e947c88b0a.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/215737/ob.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/215738/ob.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/215739/ob.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/215740/ob.jpg?width=552&height=392&mode=crop&anchor=center"
Vespia Hotel,1106148,"Beylikdüzü, İstanbul",Mükemmel Konum,9.5,Olağanüstü,(50 yorum),2.920 TL,"Otopark, Spa, Toplantı Odaları, Wi-Fi, Jakuzi, Hamam","https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/637952290335070000/2/1/7775/vespia_hotel.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/178474/ob.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/178475/ob.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/178476/ob.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/178477/ob.jpg?width=552&height=392&mode=crop&anchor=center"
Alba Hotel,478980,"Beyoğlu, İstanbul",Merkeze 400 m,8.5,Müthiş,(4 yorum),2.041 TL,"Otopark, Spa, Toplantı Odaları, Wi-Fi, Jakuzi, Restoran","https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/637952293192930000/2/1/9988/alba_hotel.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/506694/ob.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/506695/ob.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/506696/ob.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/506697/ob.jpg?width=552&height=392&mode=crop&anchor=center"
Hotel Bosfora,479037,"Beşiktaş, İstanbul",Merkeze 600 m,8.2,Çok iyi,(18 yorum),3.742 TL,"Wi-Fi, Restoran, Teras, Resepsiyon, Çocuk Dostu","https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/637952293201470000/2/1/10039/hotel_bosfora.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/265928/ob.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/265929/ob.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/265930/ob.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/265931/ob.jpg?width=552&height=392&mode=crop&anchor=center"
Mercure İstanbul West Hotel & Convention Center,479153,"Yenibosna, Bahçelievler, İstanbul",N/A,7.7,İyi,(12 yorum),3.504 TL,"Otopark, Havuz, Spa, Restoran, Fitness, Resepsiyon","https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/637952290613030000/2/1/8477/mercure_istanbul_west_hotel___convention_center.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/105403/ob.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/105404/ob.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/105405/ob.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/105406/ob.jpg?width=552&height=392&mode=crop&anchor=center"
Anemon Galata,102410,"Galata, Beyoğlu, İstanbul",Merkeze 1.5 km,8.4,Çok iyi,(19 yorum),4.672 TL,"Otopark, Wi-Fi, Restoran, Resepsiyon, Engelli Dostu","https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/637952292059900000/2/1/9214/anemon_galata.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/107580/ob.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/107581/ob.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/107582/ob.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/107583/ob.jpg?width=552&height=392&mode=crop&anchor=center"
Ramada by Wyndham İstanbul Şile,1388170,"Şile, İstanbul",N/A,6.9,Misafir Puanı,(74 yorum),3.780 TL,"Kahvaltı Dahil, Havuz, Spa, Deniz Manzarası, Resepsiyon, Restoran","https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/637952307859530000/2/1/18952/ramada_by_wyndham_istanbul_sile.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/510174/ob.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/197855/ob.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/510175/ob.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/510176/ob.jpg?width=552&height=392&mode=crop&anchor=center"
Hotel Red Rose,872769,"Yenikapı, Fatih, İstanbul",Merkeze 1.1 km,8.2,Çok iyi,(5 yorum),2.010 TL,"Kahvaltı Dahil, Wi-Fi","https://media.dev.paximum.com/hotelimages/872769/b7fbaf153866072752c6d7c85029b0ed.jpg?width=552&height=392&mode=crop&anchor=center, https://media.dev.paximum.com/hotelimages/872769/f799eec80dedab408685d67a9f8a86ad.jpg?width=552&height=392&mode=crop&anchor=center, https://media.dev.paximum.com/hotelimages/872769/44c8e9165dc3226db300dadb98e3ec84.jpg?width=552&height=392&mode=crop&anchor=center, https://media.dev.paximum.com/hotelimages/872769/d82675bee5caf50a9c9acd9527e29d0a.jpg?width=552&height=392&mode=crop&anchor=center, https://media.dev.paximum.com/hotelimages/872769/44cb866283243693317a4a3c7d2edcd4.jpg?width=552&height=392&mode=crop&anchor=center"
City Life BayMari Suites,1475899,"Bahçelievler, İstanbul",N/A,8.7,Müthiş,(9 yorum),3.064 TL,"Otopark, Wi-Fi","https://media.dev.paximum.com/hotelimages/1475899/e5d1a82cbb40c58a582be2193c760957.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/547257/ob.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/547258/ob.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/547259/ob.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/547260/ob.jpg?width=552&height=392&mode=crop&anchor=center"
Days Hotel by Wyndham İstanbul Maltepe,1354886,"Maltepe, İstanbul",N/A,8.6,Müthiş,(41 yorum),5.230 TL,"Otopark, Spa, Toplantı Odaları, Wi-Fi, Deniz Manzarası, Jakuzi","https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/637952294255670000/2/1/10922/days_hotel_by_wyndham_istanbul_maltepe.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/231460/ob.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/231461/ob.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/231462/ob.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/231463/ob.jpg?width=552&height=392&mode=crop&anchor=center"
Kadıköy White House,507631,"Rasimpaşa, Kadıköy, İstanbul",Merkeze 4.2 km,8.8,Müthiş,(80 yorum),2.896 TL,"Resepsiyon, Çocuk Dostu","https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/637952294066370000/2/1/10618/kadikoy_white_house.jpg?width=552&height=392&mode=crop&anchor=center, https://media.dev.paximum.com/hotelimages/507631/ad82586d09673d9a5cc5c4d3bd2ff549.jpg?width=552&height=392&mode=crop&anchor=center, https://media.dev.paximum.com/hotelimages/507631/2451dcc49b8734261348b466bf315e0a.jpg?width=552&height=392&mode=crop&anchor=center, https://media.dev.paximum.com/hotelimages/507631/f0d15fbdbf70d0464822b920000dc2bf.jpg?width=552&height=392&mode=crop&anchor=center, https://media.dev.paximum.com/hotelimages/507631/a7e680366ba0d14aeef4575c5c91330d.jpg?width=552&height=392&mode=crop&anchor=center"
Eresin Hotels Express,1354895,"Fatih, İstanbul",Merkeze 3.3 km,8.4,Çok iyi,(9 yorum),2.597 TL,"Otopark, Wi-Fi, Engelli Dostu","https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/637952294276530000/2/1/11051/eresin_hotels_express.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/271515/ob.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/271516/ob.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/271517/ob.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/271519/ob.jpg?width=552&height=392&mode=crop&anchor=center"
İbis Styles İstanbul Merter,1354839,"Merter, Güngören, İstanbul",Merkeze 7.4 km,8.5,Müthiş,(50 yorum),3.235 TL,"Kahvaltı Dahil, Otopark, Havuz, Spa, Toplantı Odaları, Wi-Fi","https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/637952294268830000/2/1/11004/ibis_styles_istanbul_merter.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/15035/ob.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/15036/ob.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/15037/ob.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/15038/ob.jpg?width=552&height=392&mode=crop&anchor=center"
İkiz Konak Boutique Hotel,1399997,"Rasimpaşa, Kadıköy, İstanbul",Merkeze 4.2 km,8.5,Müthiş,(6 yorum),4.205 TL,"Otopark, Wi-Fi, Resepsiyon","https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/637952294304700000/2/1/11228/ikiz_konak_boutique_hotel.jpg?width=552&height=392&mode=crop&anchor=center, https://media.dev.paximum.com/hotelimages/1399997/821d408416ba2415062209eff43d1dfc.jpg?width=552&height=392&mode=crop&anchor=center, https://media.dev.paximum.com/hotelimages/1399997/8f3d8733b6c2fc13b052c9dea7c55578.jpg?width=552&height=392&mode=crop&anchor=center, https://media.dev.paximum.com/hotelimages/1399997/41791a608148738e98cb844b701cd025.jpg?width=552&height=392&mode=crop&anchor=center, https://media.dev.paximum.com/hotelimages/1399997/c2b619ef38157d54ab4642e63a3da5df.jpg?width=552&height=392&mode=crop&anchor=center"
Pera Rasso Hotel,1400008,"Taksim, Beyoğlu, İstanbul",Merkeze 1.1 km,8.3,Çok iyi,(14 yorum),3.139 TL,"Otopark, Wi-Fi, Restoran, Resepsiyon","https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/637952294306470000/2/1/11239/pera_rasso_hotel_boutique_hotel.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/463720/ob.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/463721/ob.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/463722/ob.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/463723/ob.jpg?width=552&height=392&mode=crop&anchor=center"
